VERB	POSSESSION	INFORMATION	COMBAT	CREATION	EMOTION												
canyon	0	0	0	0.0454545455	0	0	0.0454545455	0.0909090909	0.1818181818	0.1818181818	0.1818181818	0.1818181818	0	0.0909090909			
caravel	0	0	0	0	0	0.4	0	0	0	0.2	0	0	0	0.4			
carriage	0	0	0	0	0	0.4	0	0	0	0.2	0	0	0	0.4			
castle	0.1818181818	0.1818181818	0.1818181818	0.1363636364	0.1363636364	0	0.0454545455	0	0	0	0.1363636364	0	0	0			
cave	0	0.1538461538	0	0.0384615385	0	0	0.0384615385	0.0769230769	0.1538461538	0.1538461538	0.1538461538	0.1538461538	0	0.0769230769			
cemetery	0	0	0.1111111111	0.1111111111	0.1111111111	0	0.1111111111	0.1111111111	0.2222222222	0	0.2222222222	0	0	0			
chicken_coop	0	0	0.3333333333	0	0	0	0.3333333333	0.3333333333	0	0	0	0	0	0			
circus	0.1111111111	0.2222222222	0.2222222222	0.0555555556	0	0	0.2222222222	0.1111111111	0	0	0.0555555556	0	0	0			
cliffs	0	0	0	0.0454545455	0	0	0.0454545455	0.0909090909	0.1818181818	0.1818181818	0.1818181818	0.1818181818	0	0.0909090909			
coffee_shop	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
colony	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0.0769230769	0	0	0	0			
colosseum	0.2142857143	0	0.2142857143	0	0	0	0.2857142857	0	0	0.2857142857	0	0	0	0			
court	0.2142857143	0.2857142857	0.2857142857	0	0.0714285714	0	0.1428571429	0	0	0	0	0	0	0			
crater	0	0	0	0.0454545455	0	0	0.0454545455	0.0909090909	0.1818181818	0.1818181818	0.1818181818	0.1818181818	0	0.0909090909			
creek	0	0	0.0769230769	0	0	0	0.0769230769	0.1538461538	0	0	0.0769230769	0.3076923077	0	0.3076923077			
crossroads	0	0.3636363636	0.0909090909	0	0	0	0	0.3636363636	0.0909090909	0.0909090909	0	0	0	0			
crypt	0.0454545455	0.1818181818	0.0454545455	0.0909090909	0.0909090909	0	0.0909090909	0.0909090909	0.1818181818	0	0.1818181818	0	0	0			
darkness	0	0.125	0.125	0	0	0	0	0	0.25	0.125	0.125	0	0.25	0			
den	0	0	0	0.1333333333	0	0	0.0666666667	0.2666666667	0.2666666667	0.1333333333	0.1333333333	0	0	0			
desert	0	0	0	0	0	0	0.1	0.4	0	0.1	0	0.4	0	0			
dinning_room	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
dock	0.1	0	0.1	0	0	0.1	0.2	0.1	0	0	0	0	0	0.4			
dune	0	0	0	0	0	0	0.1	0.4	0	0.1	0	0.4	0	0			
dungeon	0.1363636364	0.1818181818	0.0454545455	0.0909090909	0.0909090909	0	0.0909090909	0	0.1363636364	0.1363636364	0.0909090909	0	0	0			
earthquake	0	0.1666666667	0.1666666667	0	0	0	0	0	0	0.1666666667	0.1666666667	0	0.3333333333	0			
eruption	0	0.2	0.2	0	0	0	0	0	0	0	0.2	0	0.4	0			
fair	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0	0.0769230769	0	0	0			
farm	0	0	0.2857142857	0	0	0	0.1428571429	0.5714285714	0	0	0	0	0	0			
firerain	0	0.1666666667	0.1666666667	0	0	0	0	0	0	0.1666666667	0.1666666667	0	0.3333333333	0			
fish_market	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
forest	0	0	0	0	0	0	0.1428571429	0.2857142857	0.1428571429	0.0714285714	0.0714285714	0.2857142857	0	0			
fortress	0.1304347826	0.1739130435	0.0434782609	0.1304347826	0.1304347826	0	0.0434782609	0	0.1304347826	0.1304347826	0.0869565217	0	0	0			
fountain	0.2105263158	0	0.2105263158	0.1052631579	0	0	0.1052631579	0	0	0	0.1578947368	0	0	0.2105263158			
gambling_house	0.1111111111	0.2222222222	0.2222222222	0.0555555556	0	0	0.2222222222	0.1111111111	0	0	0.0555555556	0	0	0			
garden	0.3333333333	0	0.4444444444	0.1111111111	0	0	0	0	0	0	0.1111111111	0	0	0			
geyser	0	0	0.0769230769	0	0	0	0.0769230769	0.1538461538	0	0	0.0769230769	0.3076923077	0	0.3076923077			
glacier	0	0	0.0833333333	0	0	0	0.0833333333	0.1666666667	0	0	0	0.3333333333	0	0.3333333333			
graveyard	0	0	0.1111111111	0.1111111111	0.1111111111	0	0.1111111111	0.1111111111	0.2222222222	0	0.2222222222	0	0	0			
greenhouse	0	0.3333333333	0.3333333333	0.1666666667	0.0833333333	0	0	0	0	0	0.0833333333	0	0	0			
hail	0	0.2	0.2	0	0	0	0	0	0	0	0.2	0	0.4	0			
haunted_mansion	0	0.1818181818	0.1818181818	0.0909090909	0	0	0	0	0.1818181818	0.1818181818	0.1818181818	0	0	0			
hell	0	0	0	0	0	0	0	0	0.3333333333	0.3333333333	0.3333333333	0	0	0			
hen_house	0	0	0.3333333333	0	0	0	0.3333333333	0.3333333333	0	0	0	0	0	0			
hills	0	0	0	0	0	0	0.0833333333	0.3333333333	0.1666666667	0.0833333333	0	0.3333333333	0	0			
hospital	0.1428571429	0.1904761905	0.1428571429	0.1904761905	0.0476190476	0	0.0952380952	0	0.0476190476	0	0.1428571429	0	0	0			
hostel	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
house	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
hurricane	0	0.1666666667	0.1666666667	0	0	0	0	0	0	0.1666666667	0.1666666667	0	0.3333333333	0			
iceberg	0	0	0.0833333333	0	0	0	0.0833333333	0.1666666667	0	0	0	0.3333333333	0	0.3333333333			
inn	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
island	0	0	0.0666666667	0	0	0	0.0666666667	0.2666666667	0	0	0.0666666667	0.2666666667	0	0.2666666667			
kitchen	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
laboratory	0.1111111111	0.2222222222	0.1111111111	0.2222222222	0.0555555556	0	0	0	0.0555555556	0	0.2222222222	0	0	0			
labyrinth	0.0476190476	0.1904761905	0.0476190476	0.0952380952	0.0952380952	0	0	0	0.1428571429	0.1904761905	0.1904761905	0	0	0			
lake	0	0	0.0769230769	0	0	0	0.0769230769	0.1538461538	0	0	0.0769230769	0.3076923077	0	0.3076923077			
library	0.2	0.2	0.05	0.2	0.15	0	0	0	0	0	0.2	0	0	0			
lighthouse	0	0.2352941176	0.1176470588	0.1176470588	0	0	0	0.2352941176	0.0588235294	0	0.0588235294	0	0	0.1764705882			
lodging	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
market	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
mausoleum	0	0.1818181818	0.0909090909	0.0909090909	0.0909090909	0	0.0909090909	0.0909090909	0.1818181818	0	0.1818181818	0	0	0			
maze	0.0476190476	0.1904761905	0.0476190476	0.0952380952	0.0952380952	0	0	0	0.1428571429	0.1904761905	0.1904761905	0	0	0			
mill	0	0.2666666667	0.2666666667	0	0	0	0.2666666667	0.2	0	0	0	0	0	0			
moat	0.1428571429	0	0	0	0	0	0	0	0.2142857143	0.2857142857	0.0714285714	0	0	0.2857142857			
monastery	0.1111111111	0.1481481481	0.0740740741	0.1481481481	0.1481481481	0	0.0740740741	0.037037037	0.1111111111	0	0.1481481481	0	0	0			
mountain	0	0	0	0	0	0	0.0909090909	0.3636363636	0	0.0909090909	0.0909090909	0.3636363636	0	0			
night	0	0.1428571429	0.1428571429	0	0	0	0	0	0.2857142857	0.1428571429	0	0	0.2857142857	0			
nunnery	0.1428571429	0.1904761905	0.1428571429	0.1904761905	0.0476190476	0	0.0952380952	0	0.0476190476	0	0.1428571429	0	0	0			
obelisk	0.0555555556	0	0.0555555556	0.2222222222	0	0	0	0.2222222222	0.2222222222	0	0.2222222222	0	0	0			
observatory	0.0555555556	0.2222222222	0.0555555556	0.2222222222	0.2222222222	0	0	0	0	0	0.2222222222	0	0	0			
ocean	0	0	0	0	0	0	0.0769230769	0.3076923077	0	0	0	0.3076923077	0	0.3076923077			
oracle	0.2307692308	0	0.0769230769	0.1538461538	0	0	0	0.0769230769	0.1538461538	0	0.3076923077	0	0	0			
outpost	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0.0769230769	0	0	0	0			
palace	0.1818181818	0.1818181818	0.1818181818	0.1363636364	0.1363636364	0	0.0454545455	0	0	0	0.1363636364	0	0	0			
paradise	0	0	0	0	0	0	0	0	0	0	1	0	0	0			
pasture	0	0	0.3333333333	0	0.1111111111	0	0	0.4444444444	0	0	0	0.1111111111	0	0			
peak	0	0	0	0	0	0	0.0909090909	0.3636363636	0	0.0909090909	0.0909090909	0.3636363636	0	0			
pharmacy	0.1428571429	0.1904761905	0.1428571429	0.1904761905	0.0476190476	0	0.0952380952	0	0.0476190476	0	0.1428571429	0	0	0			
pier	0.1	0	0.1	0	0	0.1	0.2	0.1	0	0	0	0	0	0.4			
pigsty	0	0.2666666667	0.2666666667	0	0	0	0.2666666667	0.2	0	0	0	0	0	0			
pit	0.1428571429	0	0	0	0	0	0	0	0.2142857143	0.2857142857	0.0714285714	0	0	0.2857142857			
portal	0.0555555556	0	0.0555555556	0.2222222222	0	0	0	0.2222222222	0.2222222222	0	0.2222222222	0	0	0			
prison	0.1111111111	0.1481481481	0.037037037	0.0740740741	0.037037037	0	0.1481481481	0.1481481481	0.1481481481	0.0740740741	0.0740740741	0	0	0			
pyramid	0.1818181818	0.1818181818	0.1818181818	0.1363636364	0.1363636364	0	0.0454545455	0	0	0	0.1363636364	0	0	0			
rain	0	0.1428571429	0.1428571429	0	0	0	0	0	0	0.1428571429	0	0	0.2857142857	0.2857142857			
rainbow	0	0.2	0.2	0	0	0	0	0	0	0	0.2	0	0.4	0			
reef	0	0	0	0	0	0	0.0714285714	0.2857142857	0	0	0.0714285714	0.2857142857	0	0.2857142857			
ridge	0	0	0	0	0	0	0.0909090909	0.3636363636	0	0.0909090909	0.0909090909	0.3636363636	0	0			
river	0	0	0.0769230769	0	0	0	0.0769230769	0.1538461538	0	0	0.0769230769	0.3076923077	0	0.3076923077			
road	0	0.3636363636	0.0909090909	0	0	0	0	0.3636363636	0.0909090909	0.0909090909	0	0	0	0			
roof	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
ruins	0	0	0	0	0	0	0	0.2857142857	0.2857142857	0.2857142857	0.1428571429	0	0	0			
runes	0.0555555556	0	0.0555555556	0.2222222222	0	0	0	0.2222222222	0.2222222222	0	0.2222222222	0	0	0			
saloon	0.1875	0.25	0.25	0	0	0	0.25	0	0	0	0.0625	0	0	0			
savanna	0	0	0	0	0	0	0.1428571429	0.2857142857	0.1428571429	0.0714285714	0.0714285714	0.2857142857	0	0			
scriptorium	0.1428571429	0.1904761905	0.1904761905	0.1904761905	0.1904761905	0	0	0	0.0476190476	0	0.0476190476	0	0	0			
sea	0	0	0	0	0	0	0.0769230769	0.3076923077	0	0	0	0.3076923077	0	0.3076923077			
seashore	0	0	0	0	0	0	0.1428571429	0.1428571429	0	0.1428571429	0	0.2857142857	0	0.2857142857			
settlement	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0.0769230769	0	0	0	0			
sewer	0	0.2857142857	0.2857142857	0.1428571429	0	0	0	0	0.2857142857	0	0	0	0	0			
shadows	0	0.125	0.125	0	0	0	0	0	0.25	0.125	0.125	0	0.25	0			
ship	0.1428571429	0	0	0	0	0.2857142857	0	0	0.1428571429	0.1428571429	0	0	0	0.2857142857			
shipwreck	0	0	0	0	0	0	0	0.2222222222	0.2222222222	0.2222222222	0.1111111111	0	0	0.2222222222			
shipyard	0.0714285714	0.2857142857	0.0714285714	0	0	0.0714285714	0.1428571429	0.0714285714	0	0	0	0	0	0.2857142857			
shop	0	0.25	0.25	0	0	0	0.25	0.125	0	0	0.125	0	0	0			
shrine	0	0	0	0.0588235294	0	0	0	0.2352941176	0.2352941176	0.2352941176	0.2352941176	0	0	0			
silo	0	0.2666666667	0.2666666667	0	0	0	0.2666666667	0.2	0	0	0	0	0	0			
slaughterhouse	0	0.2666666667	0.2666666667	0	0	0	0.2666666667	0.2	0	0	0	0	0	0			
snowfall	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0.5	0			
snowstorm	0	0.1666666667	0.1666666667	0	0	0	0	0	0	0.1666666667	0.1666666667	0	0.3333333333	0			
square	0.125	0	0.5	0	0	0	0.25	0	0	0.125	0	0	0	0			
stable	0	0.2666666667	0.2666666667	0	0	0	0.2666666667	0.2	0	0	0	0	0	0			
stairs	0.125	0	0.5	0	0	0	0.25	0	0	0.125	0	0	0	0			
store	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
storm	0	0.125	0.125	0	0	0	0	0	0	0.125	0.125	0	0.25	0.25			
studio	0.125	0.25	0.25	0.125	0.1875	0	0	0	0	0	0.0625	0	0	0			
summit	0	0	0	0	0	0	0.0909090909	0.3636363636	0	0.0909090909	0.0909090909	0.3636363636	0	0			
sunshinne	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0.5	0			
swamp	0	0	0	0.05	0	0	0.05	0.2	0.2	0.05	0.05	0.2	0	0.2			
taproom	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
tavern	0	0.2857142857	0.2857142857	0	0	0	0.2857142857	0.1428571429	0	0	0	0	0	0			
tempest	0	0.1666666667	0.1666666667	0	0	0	0	0	0	0.1666666667	0.1666666667	0	0.3333333333	0			
temple	0.0454545455	0.1818181818	0.0454545455	0.1818181818	0	0	0	0.1818181818	0.1818181818	0	0.1818181818	0	0	0			
theater	0.1875	0.25	0.25	0	0	0	0.25	0	0	0	0.0625	0	0	0			
throne_room	0.1818181818	0.1818181818	0.1818181818	0.1363636364	0.1363636364	0	0.0454545455	0	0	0	0.1363636364	0	0	0			
thunderstorm	0	0.125	0.125	0	0	0	0	0	0	0.125	0.125	0	0.25	0.25			
tidal_wave	0	0.125	0.125	0	0	0	0	0	0	0.125	0.125	0	0.25	0.25			
tomb	0	0.1818181818	0.0909090909	0.0909090909	0.0909090909	0	0.0909090909	0.0909090909	0.1818181818	0	0.1818181818	0	0	0			
tornado	0	0.1666666667	0.1666666667	0	0	0	0	0	0	0.1666666667	0.1666666667	0	0.3333333333	0			
tower	0.1875	0.25	0.0625	0.1875	0.0625	0	0	0	0.0625	0	0.1875	0	0	0			
town	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0.0769230769	0	0	0	0			
track	0	0	0.1428571429	0	0	0	0	0.5714285714	0.1428571429	0.1428571429	0	0	0	0			
trap	0	0	0.1428571429	0	0	0	0	0.5714285714	0.1428571429	0.1428571429	0	0	0	0			
tree_top	0	0	0	0	0	0	0.1428571429	0.2857142857	0	0	0	0.5714285714	0	0			
tribunal	0.2142857143	0.2857142857	0.2857142857	0	0.0714285714	0	0.1428571429	0	0	0	0	0	0	0			
typhoon	0	0.125	0.125	0	0	0	0	0	0	0.125	0.125	0	0.25	0.25			
valley	0	0	0	0	0	0	0.0833333333	0.3333333333	0.1666666667	0.0833333333	0	0.3333333333	0	0			
village	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0.0769230769	0	0	0	0			
vineyard	0.1818181818	0	0.1818181818	0	0.0909090909	0	0.0909090909	0.3636363636	0.0909090909	0	0	0	0	0			
volcano	0	0	0	0.0833333333	0	0	0.0833333333	0.3333333333	0.0833333333	0	0.0833333333	0.3333333333	0	0			
wall	0.2727272727	0	0.0909090909	0	0.3636363636	0	0	0	0	0.2727272727	0	0	0	0			
warzone	0	0	0	0	0.0833333333	0	0	0.0833333333	0.1666666667	0.3333333333	0.1666666667	0	0	0.1666666667			
wastelands	0	0	0	0	0.1	0	0	0.1	0.2	0.4	0.2	0	0	0			
watchtower	0.1875	0.25	0.0625	0.1875	0.0625	0	0	0	0.0625	0	0.1875	0	0	0			
water_wheel	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0	0	0	0	0.0769230769			
waterfall	0	0	0.0769230769	0	0	0	0.0769230769	0.1538461538	0	0	0.0769230769	0.3076923077	0	0.3076923077			
well	0	0	0.3076923077	0.1538461538	0.1538461538	0	0.1538461538	0.1538461538	0	0	0	0	0	0.0769230769			
																	
VERB SUBJECT	WARRIOR	MAGE	EXILED	SCHOLASTIC	FOREST	PERFORMER	RURAL	WORKER	GOOD	BAD	WATER	NOBILITY	TROUBLESOME	UNDEAD			
POSSESSION	1	1	0	1	0	1	1	1	0	0	0	1	0.5	0			
INFORMATION	0	0.25	0.25	1	0	0	0	0.25	0	0	0	0.5	0.25	0			
COMBAT	1	0.75	0	0	0.5	0	0	0	0	1	0	0	0.5	1			
CREATION	0	0.5	0.5	1	0	0	0.5	1	0	0	0	0	0	0			
EMOTION	0	0	0.5	0.5	0	1	0	0.5	0	0	0	1	0	0			
																	
SUBJECT OBJECT	JEWELRY	WEAPON	TOOL	METAL	INNOCUOUS	WOODEN	ENVASEMENT	FRUIT	FOOD	TEXTILE	LIQUID	ROCK	BIG_OBJECT	WRITING_TOOL	SCRIPTORIUM	BONE	BODY_PART
WARRIOR	0	1	0	1	0	0.25	0	0.25	0.25	0.25	0.25	0	1	0	0	0.5	0
MAGE	0.25	0	0	0	0	0.25	1	1	1	0.5	1	0.5	0	0.5	0.5	1	0.5
EXILED	0	0	0.5	0	0.5	1	1	0.25	0.25	1	1	0	0	0.5	0.5	1	0.5
SCHOLASTIC	0.5	0	0.5	0	0.5	0.5	0.5	0.25	0.25	1	1	0	0	1	1	1	0.5
FOREST	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0.5	0.5
PERFORMER	1	0	1	0	1	0.5	0	1	1	1	0	0	0	1	0.25	0	0
RURAL	0	0	1	0	1	1	0	0.25	0.25	1	0	0	0	0	0	0	0
WORKER	0.25	0.5	1	1	1	1	0	0.25	0.25	1	0	0	0	0.5	0.5	0	0
GOOD	0	0.5	0	0	0	0	0	0.25	0.25	0	0	1	0	0	0	0	0
BAD	0	0.5	0	0	0	0	0	0.25	0.25	0	0	1	0	0	0	1	1
WATER	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0
NOBILITY	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0
TROUBLESOME	1	1	0.25	0	1	0	0.5	0.25	0.25	0.5	0	0	0	0	0	0	0
UNDEAD	0	1	0	0.25	0.5	1	0.25	0	0	0	0	1	0	0	0	1	1
																	
OBJECT ADJECTIVE	JEWELRY	METAL	WOOD	TEXTILE	ROCK	COLORS	ORIGIN_REFERENCE	FLAVOR	INHERENT_PHYSICAL_CHARACTERISTIC	CIRCUMSTANCIAL_PHYSICAL_CHARACTERISTIC	SUPERNATURAL	SUBJECTIVE_VALUE	INHERENTLY_AESTHETIC	CIRCUMSTANCIAL_AESTHETIC	WEAPONRY		
JEWELRY	1	1	0	0	0	0	1	0	0.25	0.25	1	1	0.5	0.5	0		
WEAPON	0.5	1	1	0	0	0	1	0	0.25	0.25	1	0.5	0.5	0.5	1		
TOOL	0	1	1	0	0	0	0	0	0.25	0.25	0	0	0	0.25	0		
METAL	0.25	1	0	0	0	0	1	0	0.25	0.25	0.5	0.5	0.5	0.5	0		
INNOCUOUS	0	0.25	0.25	0	0	0	0	0	0.25	0.25	0	0	0	0	0		
WOODEN	0.25	0	1	0	0	0	1	0	0.25	0.25	0.5	0.5	0.5	0.5	0		
ENVASEMENT	0.5	0.5	0.5	0	0.5	0	1	0.5	0.25	0.25	1	1	0.5	0.5	0		
FRUIT	0	0	0	0	0	0	1	1	0	0	1	1	0	0.25	0		
FOOD	0	0	0	0	0	0	1	1	0	0	1	1	0	0.25	0		
TEXTILE	0	0	0	1	0	0	0	0	0	0	0.5	1	0.25	0.5	0		
LIQUID	0	0	0	0	0	0	1	1	0	0	1	1	0.5	0	0		
ROCK	0	0	0	0	1	0	1	0	0.25	0.25	1	0.5	0.25	0.5	0		
BIG_OBJECT	0	0	1	0	0	0	0	0	0.25	0.25	0	0	0	0.5	0		
WRITING_TOOL	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0		
SCRIPTORIUM	0.5	0.5	0.5	0	0	0	0	0	0	0	1	1	0	0.5	0		
BONE	0.5	0	0	0	0	0	1	0	1	0.25	1	0.5	0.25	0.25	0		
BODY_PART	0.5	0.5	0	0	0	0	1	0	0.25	0	1	0.5	0.25	0.5	0		
																	
SUBJECT WILDCARD	WARRIOR	MAGE	EXILED	SCHOLASTIC	FOREST	PERFORMER	RURAL	WORKER	GOOD	BAD	WATER	NOBILITY	TROUBLESOME	UNDEAD
WARRIOR	1	1	0	0	1	0	0	0	0	1	1	0	1	1			
MAGE	1	1	1	1	0	0	0	0	0	0	0.5	0.5	0	1			
EXILED	0	1	1	0	1	0	1	0	1	0	0	0	0	0			
SCHOLASTIC	0	1	0	1	0	1	0	1	0	0	0	1	0	0			
FOREST	1	0	1	0	1	0	1	0	0	0	0	0	0	1			
PERFORMER	0	0	0	1	0	1	0	0	0	0	0	1	0.5	0			
RURAL	0	0	1	0	1	0	1	0	0	0	0	0	0.5	0			
WORKER	0	0	0	1	0	0	0	1	0	0	0	0	0.5	0			
GOOD	0	0	1	0	0	0	0	0	1	1	0	1	0	0			
BAD	1	0	0	0	0	0	0	0	1	1	0	0	0	1			
WATER	0.5	1	0	0	0	0	0	0	0	0	1	1	1	0			
NOBILITY	0	0.5	0	1	0	1	0	0	1	0	1	1	0	0			
TROUBLESOME	1	0	0	0	0	0.5	0.5	0.5	0	0	1	0	1	1			
UNDEAD	1	1	0	0	1	0	0	0	0	1	0	0	1	1			
																	
WILDCARD PLACE	PALATIAL	INDOOR	TOWN	LABORATORY	WORKSHOP	VEHICLE	PUBLIC	COUNTRYSIDE	SHADY	BATTLEFIELD	MAGICAL	GEOGRAPHY	WEATHER	WATER
WARRIOR	0	1	1	0	0	0.25	0.5	0	1	1	1	0	0.25	0			
MAGE	0.5	0	0	1	0	0	0	0	1	1	1	0	1	0			
EXILED	0	0	0	1	0	0	0	1	1	0	1	1	1	0			
SCHOLASTIC	1	1	1	1	1	0	0	0	0	0	1	1	0	0			
FOREST	0	0	0	0	0	0	1	1	1	1	0	1	0	0			
PERFORMER	1	1	1	0	0	0	1	0	0	0	0	0	0	0			
RURAL	0	0	1	0	0	0	1	1	0	0	0	1	0	0			
WORKER	0.5	0.5	1	0.5	1	0.25	1	1	0	0	0	0	0	0			
GOOD	1	0	0	1	0	0	0	1	0	0	1	0	0	0			
BAD	0	0	0	1	0	0	0	1	1	0	1	0	0	0			
WATER	0	0	0	1	0	1	0	1	0	0	1	0	0	1			
NOBILITY	1	1	1	1	1	1	1	0	0	0	1	0	0	0			
TROUBLESOME	0	1	1	0	0	0	1	1	0	0	0	0	0	1			
UNDEAD	0	0	0	1	0	0	0	1	1	1	1	1	1	1			
